alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1787085105.8686,elite,1444.8121898067,1782207323.5155,"AS202831 Ablaykhan Akylbekovich Sharimov",ABLAYKHANSHAN,Moscow,Europe,EU,Russia,RU,,false,"Ablaykhan Akylbekovich Sharimov",55.7487,37.6187,false,"Moscow Server Network",true,Moscow,success,Europe/Moscow,101000,1787043841,1787085685.3171,7890,socks5,144.31.222.106:7890,true,1225.2445220947,70180,41605,62.781231828957,144.31.222.106
true,1787082888.3415,elite,1771.9559262097,1710544372.4973,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Cincinnati Bell Telephone Company LLC",39.1844,-84.5073,false,Altafiber,true,Ohio,success,America/New_York,45232,1786971301,1787085685.3154,41679,socks4,66.42.224.229:41679,true,1208.5025310516,969622,661497,59.445202955762,66.42.224.229
true,1787073595.8638,elite,2253.710252313,1786898448.9897,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",false,"Grand Est",success,Europe/Paris,67630,1786897018,1787085685.279,8888,http,213.136.77.119:8888,true,2425.2285957336,3292,69,97.947039571556,213.136.77.119
true,1787085685.2521,transparent,5960.7470416894,1770280107.4716,"AS152014 PT. Mitra Kita Brilian",IDNIC-MITRAKITA-ID,Garawangi,Asia,AS,Indonesia,ID,,false,"PT. Mitra Kita Brilian",-6.9987,108.539,false,"PT. Mitra Kita Brilian",true,"West Java",success,Asia/Jakarta,,1786960925,1787085685.2521,3125,http,203.175.103.9:3125,false,3370.1188564301,14782,118560,11.085779424337,203.175.103.9
true,1787085658.749,elite,3673.3284443298,1785278701.3475,"AS210976 Timeweb, LLP",TWC-EU,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Timeweb, LLP",52.3676,4.90414,false,"Timeweb, LLP",true,"North Holland",success,Europe/Amsterdam,1012,1786487057,1787085685.197,49153,socks4,185.171.83.65:49153,true,801.77593231201,92542,25554,78.361671860182,185.171.83.65
true,1787085633.2146,elite,10275.010798637,1785990129.9524,"AS43357 Owl Limited",OWL,Amsterdam,Europe,EU,Netherlands,NL,,false,"Owl Limited",52.3675,4.9041,false,"Owl Limited",true,"North Holland",success,Europe/Amsterdam,,1786593438,1787085685.1492,18080,socks5,45.130.21.115:18080,true,17516.665458679,46699,9474,83.134245990066,45.130.21.115
true,1787085673.272,elite,2536.3841300335,1776088370.1083,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Herndon,"North America",NA,"United States",US,,false,"Cox Communications Inc.",38.9251,-77.392,false,"Cox Communications",true,Virginia,success,America/New_York,20171,1786972091,1787085685.1319,4145,socks5,72.205.0.67:4145,true,8064.1617774963,97590,47740,67.150622720705,72.205.0.67
true,1787085650.4208,elite,4497.8672648323,1783538281.7027,"AS40004 CONRADIT, LLC",CONRAD,"Tsuen Wan",Asia,AS,"Hong Kong",HK,,false,"CONRADIT, LLC",22.3638,114.1091,false,"The Media Network Ltd",true,"Tsuen Wan District",success,Asia/Hong_Kong,,1786558907,1787085685.1253,6650,socks4,223.254.141.102:6650,true,1441.6828155518,14590,89327,14.040051194703,223.254.141.102
true,1787085685.008,elite,3503.3956029787,1783216633.5709,"AS37100 SEACOM Limited",SEACOM-AS,Durban,Africa,AF,"South Africa",ZA,,false,"SEACOM Limited Networks",-29.8553,31.0428,false,,true,KwaZulu-Natal,success,Africa/Johannesburg,4001,1786842341,1787085685.008,1080,socks4,105.30.248.241:1080,true,4144.4623470306,97618,88985,52.313199680605,105.30.248.241
true,1786787120.4479,elite,1769.9267931815,1776079348.3614,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1094,-84.5718,false,"Fuse Internet Access - BRAS Norwood Region",true,Ohio,success,America/New_York,45205,1786967179,1787085684.9713,31034,socks5,72.49.49.11:31034,true,2442.3968791962,213537,555,99.74076565215,72.49.49.11
true,1787085676.2729,elite,3433.1612509814,1783573221.5345,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Phoenix,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.4532,-112.0748,false,"Global Connectivity Solutions LLP",true,Arizona,success,America/Phoenix,85001,1786596163,1787085684.9618,1082,socks4,178.130.47.50:1082,true,3715.5911922455,100555,68294,59.553210264793,178.130.47.50
true,1787085684.887,elite,4623.2926117587,1786605886.0412,"AS209946 ALINDA LLC",ALINDA-AS,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Alinda LLC",50.1109,8.68213,false,"Partner Hosting LTD",true,Hesse,success,Europe/Berlin,60313,1786604765,1787085684.887,1080,socks4,45.13.186.134:1080,true,4674.9460697174,9769,10660,47.819276518674,45.13.186.134
true,1787085614.3784,elite,3508.2181659921,1782956850.4679,"AS14956 RouterHosting LLC",ROUTERHOSTING,"Las Vegas","North America",NA,"United States",US,,true,"RouterHosting LLC",36.102,-115.1447,false,"FranTech Solutions",true,Nevada,success,America/Los_Angeles,89119,1786586071,1787085684.8231,9050,socks5,45.61.129.165:9050,true,3452.2242546082,62264,21779,74.085884606689,45.61.129.165
true,1787085684.8151,elite,2704.0052866859,1784094521.9084,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Atlanta,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.7501,-84.3885,false,"Global Connectivity Solutions LLP",true,Georgia,success,America/New_York,30302,1786510543,1787085684.8151,1082,socks4,147.45.60.110:1082,true,7688.5843276978,76990,51089,60.111337533866,147.45.60.110
true,1787085546.2209,transparent,5634.5125813844,1785145996.4632,"AS269920 INVERSIONES FAROCA, C.A.","INVERSIONES FAROCA, C.A.",Caracas,"South America",SA,Venezuela,VE,,false,"INVERSIONES FAROCA, C.A.",10.4873,-66.8738,false,"Inversiones FAROCA",true,"Distrito Federal",success,America/Caracas,,1786958778,1787085684.7522,999,http,201.71.2.24:999,false,2243.8316345215,10883,11048,49.623820163239,201.71.2.24
true,1787085684.7286,elite,1277.7462157712,1776087457.3094,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,false,"Performive LLC",34.0549,-118.243,false,"Family Guy Online",true,California,success,America/Los_Angeles,90035,1786973003,1787085684.7286,4145,socks5,68.71.249.158:4145,true,1019.7174549103,64523,55741,53.651134171489,68.71.249.158
true,1787070226.6239,elite,1360.438501005,1778939367.6251,"AS138995 Antbox Networks Limited",ANTBOX1-AS-AP,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,"Antbox Network Limited",22.3193,114.169,false,"Antbox Network Limited",true,Kowloon,success,Asia/Hong_Kong,999077,1786799862,1787085684.6798,30001,socks5,45.194.33.12:30001,true,1212.7408981323,193047,878,99.547247647286,45.194.33.12
true,1787085614.3204,elite,8789.0720282637,1777621553.3807,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.353,-121.9544,false,"Tencent Cloud Computing",true,California,success,America/Los_Angeles,95052,1786694394,1787085684.6657,9050,socks5,43.153.47.107:9050,true,1993.4561252594,26189,71657,26.76552950555,43.153.47.107
true,1786448718.6478,elite,941.33321637404,1784845535.7574,"AS20081 NET2ATLANTA.COM LLC",NET2ATLANTA,Stockbridge,"North America",NA,"United States",US,,false,"NET2ATLANTA.COM LLC",33.553,-84.2338,false,"NET2ATLANTA.COM LLC",true,Georgia,success,America/New_York,30281,1786657235,1787085684.6534,4145,socks5,199.66.183.251:4145,true,868.05176734924,123044,16,99.986998212254,199.66.183.251
true,1787085663.5017,elite,1436.1167103692,1778989358.3755,"AS35816 Lancom Ltd.",SEVSTAR,Sevastopol,Europe,EU,Ukraine,UA,,false,"Lancom Ltd.",44.6089,33.53,false,"Lancom Ltd",true,"Sebastopol City",success,Europe/Simferopol,90022,1786850773,1787085684.61,1080,socks5,5.149.208.240:1080,true,676.01823806763,14197,59502,19.263490685084,5.149.208.240
true,1787085579.3734,transparent,5315.0563743,1775453192.9792,"AS16143 OOO NIIR-RadioNet",RadioNet-AS,Moscow,Europe,EU,Russia,RU,,false,"OOO NIIR-RadioNet",55.7484,37.6175,false,"Ratel PTP",true,Moscow,success,Europe/Moscow,117420,1786946259,1787085684.5611,8080,http,217.76.46.230:8080,false,3492.6142692566,22005,89729,19.694094903968,217.76.46.230
true,1787085491.8073,elite,7784.1900279177,1786990400.8705,"AS137718 Beijing Volcano Engine Technology Co., Ltd.",VOLCANO-ENGINE,Haidian,Asia,AS,China,CN,"Haidian Qu",false,"Beijing Volcano Engine Technology Co., Ltd.",39.9794,116.338,false,"Beijing Volcano Engine Technology Co., Ltd.",false,Beijing,success,Asia/Shanghai,,1786990148,1787085684.5256,44171,socks5,118.145.141.251:44171,true,17484.924316406,4894,355,93.236807010859,118.145.141.251
true,1787085684.4924,transparent,7183.2061646872,1769771426.5194,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Guayaquil,"South America",SA,Ecuador,EC,,false,"Ufinet Panama S.A.",-2.2038,-79.8819,false,"Negocios Y Telefonia Nedetel S.A",true,Guayas,success,America/Guayaquil,,1786708157,1787085684.4924,999,http,181.78.203.148:999,false,4552.2961616516,43733,250084,14.884434869323,181.78.203.148
true,1787085536.3198,transparent,5662.2330511859,1778507604.3513,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Montelíbano,"South America",SA,Colombia,CO,,false,"Ufinet Panama S.A.",7.97917,-75.4202,false,UFINET,true,"Departamento de Córdoba",success,America/Bogota,234001,1786972833,1787085684.4744,8080,http,181.78.73.117:8080,false,2418.967962265,18010,56659,24.119781971099,181.78.73.117
true,1787085684.4734,transparent,7001.5065680299,1710574283.2175,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,"Tarlac City",Asia,AS,Philippines,PH,,false,"Globe Telecom",15.4805,120.6002,false,,true,"Central Luzon",success,Asia/Manila,2300,1786533121,1787085684.4734,8082,http,180.191.59.109:8082,false,4526.0851383209,78822,917880,7.908281512428,180.191.59.109
true,1787085493.9742,transparent,5705.4539084148,1781262189.2169,"AS34602 MEGASVYAZ LLC",STARLINK-AS,Moscow,Europe,EU,Russia,RU,,false,"StarLink Telecom Network",55.7487,37.6187,false,,true,Moscow,success,Europe/Moscow,101000,1786702845,1787085684.4024,8080,http,77.50.183.34:8080,false,1531.4834117889,14586,41131,26.178724626236,77.50.183.34
true,1787085684.293,elite,3666.0114869407,1786139075.2879,"AS16276 OVH SAS",OVH,Strasbourg,Europe,EU,France,FR,,true,"OVH SAS",48.5734,7.75211,false,OVH,true,"Grand Est",success,Europe/Paris,67000,1786743065,1787085684.293,48080,socks4,152.228.134.176:48080,true,12415.247440338,29950,17653,62.91620276033,152.228.134.176
true,1787085684.2802,elite,11928.306187565,1769018894.462,"AS24940 Hetzner Online GmbH",HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",49.4527,11.0783,false,"Hetzner Online GmbH",true,Bavaria,success,Europe/Berlin,90403,1786866575,1787085684.2802,41346,socks5,168.119.173.104:41346,true,14878.63278389,41474,61762,40.173970320431,168.119.173.104
true,1787085661.9054,elite,1811.9250971075,1784093010.009,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Atlanta,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.7501,-84.3885,false,"Global Connectivity Solutions LLP",true,Georgia,success,America/New_York,30302,1786510546,1787085684.2689,1082,socks4,147.45.60.136:1082,true,501.11150741577,107408,47679,69.256610805548,147.45.60.136
true,1787085684.2538,transparent,6205.7989455373,1710549023.0726,"AS141921 PT Jaringan Keluarga Bersama",IDNIC-ISEVEN-AS-ID,Sepatan,Asia,AS,Indonesia,ID,,false,"PT Jaringan Keluarga Bersama",-6.11889,106.575,false,"PT Jaringan Keluarga Bersama",true,"West Java",success,Asia/Jakarta,,1786959895,1787085684.2538,1111,http,103.165.155.161:1111,false,5160.8517169952,36529,623269,5.5363914410168,103.165.155.161
true,1787085341.5994,elite,5463.4539063716,1786907964.7329,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",false,"Grand Est",success,Europe/Paris,67630,1786905116,1787085684.2426,3128,http,167.86.111.116:3128,false,720.53337097168,1139,1041,52.247706422018,167.86.111.116
true,1787085645.9289,elite,8882.3757580005,1757703242.7394,"AS131366 Lanit Technology and Communication Joint Stock Company",LANIT-AS-VN,"Thanh Xuân",Asia,AS,Vietnam,VN,,false,TAM,20.9996,105.803,false,"TAM Media Technology Joint Stock Company",false,Hanoi,success,Asia/Bangkok,,1787076296,1787085684.1773,1080,socks4,103.153.69.111:1080,true,13530.871629715,397,374,51.491569390402,103.153.69.111
true,1787085618.4886,transparent,4917.2804721585,1783309389.9298,"AS12430 VODAFONE ESPANA S.A.U.",VODAFONE_ES,Granada,Europe,EU,Spain,ES,,false,"Vodafone Espana S.A.U.",37.1692,-3.5764,false,Fergusmed,true,Andalusia,success,Europe/Madrid,18008,1786936401,1787085684.1687,3128,http,95.60.60.204:3128,true,1849.7085571289,10341,25092,29.184658369317,95.60.60.204
true,1787085623.6847,elite,3844.9982878005,1786422197.8242,"AS215607 dataforest GmbH",DF-Transit,Berlin,Europe,EU,Germany,DE,"Bezirk Mitte",false,"dataforest GmbH",52.5097,13.3605,false,"MitaX Network",false,"State of Berlin",success,Europe/Berlin,10115,1787026464,1787085684.1468,10808,socks5,89.106.89.70:10808,true,4076.4782428741,14149,5626,71.549936788875,89.106.89.70
true,1787085597.4651,elite,12930.806535232,1787054809.8022,"AS137718 Beijing Volcano Engine Technology Co., Ltd.",VOLCANO-ENGINE,Haidian,Asia,AS,China,CN,"Haidian Qu",false,"Beijing Volcano Engine Technology Co., Ltd.",39.9794,116.338,false,"Beijing Volcano Engine Technology Co., Ltd.",false,Beijing,success,Asia/Shanghai,,1787053805,1787085684.1073,44029,socks5,118.145.141.251:44029,true,16963.455677032,1475,133,91.728855721393,118.145.141.251
true,1787085047.9287,elite,4414.3310824398,1786397442.3791,"AS17623 China Unicom Shenzen network",CNCGROUP-SZ,"Keji yuan",Asia,AS,China,CN,"Nanshan Qu",false,"China Unicom Shenzen network",22.5416,113.947,false,"Shenzhen Greatwall Broadband Network Service Co.",true,Guangdong,success,Asia/Shanghai,,1786998783,1787085684.1023,1088,socks5,211.162.68.57:1088,true,5615.8647537231,41011,405,99.02211705621,211.162.68.57
true,1787085625.7532,elite,5554.5189111614,1782786247.4357,"AS64236 UnReal Servers, LLC",UNREAL-SERVERS,"North Kansas City","North America",NA,"United States",US,,true,"UnReal Servers, LLC",39.1334,-94.58,false,"UnReal Servers, LLC",true,Missouri,success,America/Chicago,64116,1787018621,1787085684.0828,1080,socks5,66.181.39.197:1080,true,6165.0018692017,15362,52887,22.508754707029,66.181.39.197
true,1787085341.4105,elite,3660.8420428971,1786693711.6086,"AS49392 LLC Baxet",ASBAXETN,Novosibirsk,Europe,EU,Russia,RU,,true,"LLC Baxet",55.0386,82.9425,false,"Baxet Group Inc",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1786691255,1787085683.9125,10809,http,195.133.53.59:10809,true,473.40106964111,2503,2018,55.363857553639,195.133.53.59
true,1787085563.1997,elite,6202.8818545639,1750183693.7475,"AS20473 The Constant Company, LLC",AS-VULTR,Piscataway,"North America",NA,"United States",US,,true,"The Constant Company, LLC",40.4993,-74.399,false,"Vivint Wireless, Inc.",true,"New Jersey",success,America/New_York,08854,1787032219,1787085683.8848,80,http,66.135.16.53:80,false,185.72378158569,40240,24539,62.118896555983,66.135.16.53
true,1787085683.8644,transparent,5639.6231173251,1768181945.7295,"AS147096 PT Jaya Sejahtra Nugraha",IDNIC-STRONGNET-AS-ID,Sumedang,Asia,AS,Indonesia,ID,,false,"PT Jaya Sejahtra Nugraha",-6.7778,107.8993,false,,true,"West Java",success,Asia/Jakarta,45364,1786933983,1787085683.8644,1111,http,103.174.122.244:1111,false,1495.3143596649,39946,265798,13.065178711602,103.174.122.244
